grade_section,gwa,remarks
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,76,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,79,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - MERCURY,83,SATISFACTORY
GRADE 3 - MERCURY,75,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,76,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,77,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,78,FAIRLY SATISFACTORY
GRADE 3 - MERCURY,82,SATISFACTORY
GRADE 3 - MERCURY,77,FAIRLY SATISFACTORY
GRADE 3 - SATURN,83,SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,89,VERY SATISFACTORY
GRADE 3 - SATURN,89,VERY SATISFACTORY
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,84,SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,86,VERY SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,85,VERY SATISFACTORY
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,88,VERY SATISFACTORY
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,90,OUTSTANDING
GRADE 3 - SATURN,87,VERY SATISFACTORY
GRADE 3 - SATURN,92,OUTSTANDING
GRADE 3 - SATURN,91,OUTSTANDING
GRADE 3 - SATURN,89,VERY SATISFACTORY
GRADE 3 - VENUS,81,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,75,FAIRLY SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,75,FAIRLY SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,77,FAIRLY SATISFACTORY
GRADE 3 - VENUS,78,FAIRLY SATISFACTORY
GRADE 3 - VENUS,81,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,80,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,76,FAIRLY SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,83,SATISFACTORY
GRADE 3 - VENUS,78,FAIRLY SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,82,SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - VENUS,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,76,FAIRLY SATISFACTORY
GRADE 3 - EARTH,84,SATISFACTORY
GRADE 3 - EARTH,84,SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,83,SATISFACTORY
GRADE 3 - EARTH,79,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,76,FAIRLY SATISFACTORY
GRADE 3 - EARTH,75,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,84,SATISFACTORY
GRADE 3 - EARTH,76,FAIRLY SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,83,SATISFACTORY
GRADE 3 - EARTH,80,SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 3 - EARTH,76,FAIRLY SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,84,SATISFACTORY
GRADE 3 - EARTH,77,FAIRLY SATISFACTORY
GRADE 3 - EARTH,78,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,80,SATISFACTORY
GRADE 4 - DIAMOND,80,SATISFACTORY
GRADE 4 - DIAMOND,78,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,77,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,77,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,78,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,82,SATISFACTORY
GRADE 4 - DIAMOND,80,SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,78,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,78,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,80,SATISFACTORY
GRADE 4 - DIAMOND,76,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,77,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,80,SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,81,SATISFACTORY
GRADE 4 - DIAMOND,84,SATISFACTORY
GRADE 4 - DIAMOND,86,VERY SATISFACTORY
GRADE 4 - DIAMOND,83,SATISFACTORY
GRADE 4 - DIAMOND,82,SATISFACTORY
GRADE 4 - DIAMOND,84,SATISFACTORY
GRADE 4 - DIAMOND,83,SATISFACTORY
GRADE 4 - DIAMOND,78,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,83,SATISFACTORY
GRADE 4 - DIAMOND,76,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,83,SATISFACTORY
GRADE 4 - DIAMOND,82,SATISFACTORY
GRADE 4 - DIAMOND,81,SATISFACTORY
GRADE 4 - DIAMOND,81,SATISFACTORY
GRADE 4 - DIAMOND,83,SATISFACTORY
GRADE 4 - DIAMOND,80,SATISFACTORY
GRADE 4 - DIAMOND,79,FAIRLY SATISFACTORY
GRADE 4 - DIAMOND,84,SATISFACTORY
GRADE 4 - DIAMOND,81,SATISFACTORY
GRADE 4 - PEARL,81,SATISFACTORY
GRADE 4 - PEARL,82,SATISFACTORY
GRADE 4 - PEARL,81,SATISFACTORY
GRADE 4 - PEARL,79,FAIRLY SATISFACTORY
GRADE 4 - PEARL,81,SATISFACTORY
GRADE 4 - PEARL,78,FAIRLY SATISFACTORY
GRADE 4 - PEARL,83,SATISFACTORY
GRADE 4 - PEARL,82,SATISFACTORY
GRADE 4 - PEARL,77,FAIRLY SATISFACTORY
GRADE 4 - PEARL,83,SATISFACTORY
GRADE 4 - PEARL,79,FAIRLY SATISFACTORY
GRADE 4 - PEARL,84,SATISFACTORY
GRADE 4 - PEARL,77,FAIRLY SATISFACTORY
GRADE 4 - PEARL,82,SATISFACTORY
GRADE 4 - PEARL,76,FAIRLY SATISFACTORY
GRADE 4 - PEARL,85,VERY SATISFACTORY
GRADE 4 - PEARL,79,FAIRLY SATISFACTORY
GRADE 4 - PEARL,78,FAIRLY SATISFACTORY
GRADE 4 - PEARL,81,SATISFACTORY
GRADE 4 - PEARL,81,SATISFACTORY
GRADE 4 - PEARL,83,SATISFACTORY
GRADE 4 - PEARL,83,SATISFACTORY
GRADE 4 - PEARL,83,SATISFACTORY
GRADE 4 - PEARL,80,SATISFACTORY
GRADE 4 - PEARL,79,FAIRLY SATISFACTORY
GRADE 4 - PEARL,80,SATISFACTORY
GRADE 4 - PEARL,84,SATISFACTORY
GRADE 4 - PEARL,82,SATISFACTORY
GRADE 4 - PEARL,81,SATISFACTORY
GRADE 4 - PEARL,84,SATISFACTORY
GRADE 4 - PEARL,80,SATISFACTORY
GRADE 4 - PEARL,80,SATISFACTORY
GRADE 4 - PEARL,79,FAIRLY SATISFACTORY
GRADE 4 - PEARL,83,SATISFACTORY
GRADE 4 - PEARL,80,SATISFACTORY
GRADE 4 - PEARL,85,VERY SATISFACTORY
GRADE 4 - PEARL,81,SATISFACTORY
GRADE 4 - PEARL,82,SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,90,OUTSTANDING
GRADE 4 - SAPPHIRE,93,OUTSTANDING
GRADE 4 - SAPPHIRE,85,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,88,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,89,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,90,OUTSTANDING
GRADE 4 - SAPPHIRE,92,OUTSTANDING
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,89,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,83,SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,88,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,92,OUTSTANDING
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,84,SATISFACTORY
GRADE 4 - SAPPHIRE,92,OUTSTANDING
GRADE 4 - SAPPHIRE,92,OUTSTANDING
GRADE 4 - SAPPHIRE,92,OUTSTANDING
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,92,OUTSTANDING
GRADE 4 - SAPPHIRE,85,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,87,VERY SATISFACTORY
GRADE 4 - SAPPHIRE,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,77,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,78,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,79,FAIRLY SATISFACTORY
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - TOPAZ,85,VERY SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,81,SATISFACTORY
GRADE 4 - TOPAZ,83,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,80,SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,82,SATISFACTORY
GRADE 4 - TOPAZ,86,VERY SATISFACTORY
GRADE 4 - RUBY,77,FAIRLY SATISFACTORY
GRADE 4 - RUBY,77,FAIRLY SATISFACTORY
GRADE 4 - RUBY,87,VERY SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,84,SATISFACTORY
GRADE 4 - RUBY,83,SATISFACTORY
GRADE 4 - RUBY,76,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,77,FAIRLY SATISFACTORY
GRADE 4 - RUBY,76,FAIRLY SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,77,FAIRLY SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,87,VERY SATISFACTORY
GRADE 4 - RUBY,84,SATISFACTORY
GRADE 4 - RUBY,76,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,78,FAIRLY SATISFACTORY
GRADE 4 - RUBY,77,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,79,FAIRLY SATISFACTORY
GRADE 4 - RUBY,84,SATISFACTORY
GRADE 4 - RUBY,86,VERY SATISFACTORY
GRADE 4 - RUBY,82,SATISFACTORY
GRADE 4 - RUBY,83,SATISFACTORY
GRADE 4 - RUBY,86,VERY SATISFACTORY
GRADE 4 - RUBY,83,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 4 - RUBY,80,SATISFACTORY
GRADE 5 - CAMIA,76,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,75,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,75,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,84,SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,81,SATISFACTORY
GRADE 5 - CAMIA,80,SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,85,VERY SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,78,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,77,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,79,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,76,FAIRLY SATISFACTORY
GRADE 5 - CAMIA,83,SATISFACTORY
GRADE 5 - CAMIA,82,SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - CAMIA,86,VERY SATISFACTORY
GRADE 5 - HYACINTH,82,SATISFACTORY
GRADE 5 - HYACINTH,78,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,81,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,77,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - HYACINTH,85,VERY SATISFACTORY
GRADE 5 - HYACINTH,81,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - HYACINTH,82,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - HYACINTH,84,SATISFACTORY
GRADE 5 - HYACINTH,84,SATISFACTORY
GRADE 5 - HYACINTH,78,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,78,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,85,VERY SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - HYACINTH,82,SATISFACTORY
GRADE 5 - HYACINTH,77,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,85,VERY SATISFACTORY
GRADE 5 - HYACINTH,87,VERY SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,82,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,83,SATISFACTORY
GRADE 5 - HYACINTH,79,FAIRLY SATISFACTORY
GRADE 5 - HYACINTH,80,SATISFACTORY
GRADE 5 - HYACINTH,86,VERY SATISFACTORY
GRADE 5 - JASMIN,87,VERY SATISFACTORY
GRADE 5 - JASMIN,81,SATISFACTORY
GRADE 5 - JASMIN,78,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,84,SATISFACTORY
GRADE 5 - JASMIN,81,SATISFACTORY
GRADE 5 - JASMIN,77,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,77,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,75,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,81,SATISFACTORY
GRADE 5 - JASMIN,78,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,77,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,78,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,84,SATISFACTORY
GRADE 5 - JASMIN,81,SATISFACTORY
GRADE 5 - JASMIN,80,SATISFACTORY
GRADE 5 - JASMIN,77,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,78,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,84,SATISFACTORY
GRADE 5 - JASMIN,81,SATISFACTORY
GRADE 5 - JASMIN,82,SATISFACTORY
GRADE 5 - JASMIN,83,SATISFACTORY
GRADE 5 - JASMIN,80,SATISFACTORY
GRADE 5 - JASMIN,78,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,78,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,80,SATISFACTORY
GRADE 5 - JASMIN,86,VERY SATISFACTORY
GRADE 5 - JASMIN,75,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,79,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,80,SATISFACTORY
GRADE 5 - JASMIN,83,SATISFACTORY
GRADE 5 - JASMIN,80,SATISFACTORY
GRADE 5 - JASMIN,79,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,79,FAIRLY SATISFACTORY
GRADE 5 - JASMIN,81,SATISFACTORY
GRADE 5 - JASMIN,81,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,79,FAIRLY SATISFACTORY
GRADE 5 - ROSE,79,FAIRLY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,82,SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,79,FAIRLY SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,79,FAIRLY SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,83,SATISFACTORY
GRADE 5 - ROSE,81,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,77,FAIRLY SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,87,VERY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,80,SATISFACTORY
GRADE 5 - ROSE,85,VERY SATISFACTORY
GRADE 5 - ROSE,84,SATISFACTORY
GRADE 5 - ROSE,86,VERY SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,76,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,77,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,76,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,76,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,83,SATISFACTORY
GRADE 5 - TULIPS,79,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,76,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,77,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,82,SATISFACTORY
GRADE 5 - TULIPS,78,FAIRLY SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,81,SATISFACTORY
GRADE 5 - TULIPS,85,VERY SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,80,SATISFACTORY
GRADE 5 - TULIPS,86,VERY SATISFACTORY
GRADE 5 - TULIPS,84,SATISFACTORY
GRADE 5 - ROSAL,93,OUTSTANDING
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,84,SATISFACTORY
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 5 - ROSAL,84,SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,85,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,93,OUTSTANDING
GRADE 5 - ROSAL,93,OUTSTANDING
GRADE 5 - ROSAL,92,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,94,OUTSTANDING
GRADE 5 - ROSAL,88,VERY SATISFACTORY
GRADE 5 - ROSAL,86,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,87,VERY SATISFACTORY
GRADE 5 - ROSAL,90,OUTSTANDING
GRADE 5 - ROSAL,94,OUTSTANDING
GRADE 5 - ROSAL,93,OUTSTANDING
GRADE 5 - ROSAL,89,VERY SATISFACTORY
GRADE 6 - INTEGRITY,78,FAIRLY SATISFACTORY
GRADE 6 - INTEGRITY,80,SATISFACTORY
GRADE 6 - INTEGRITY,79,FAIRLY SATISFACTORY
